Lab for Manufacturing/Productivity,Off Campus,-,"22,584","22,584","31,776",-,"102,932","-102,932"
Lab for Manufacturing/Productivity,Total,"972,783","1,214,754","2,187,537","6,746,203","37,236,779","33,613,370","3,623,409"
MIT Sociotechnical Systems Research Cntr,On Campus,"438,964","1,852,516","2,291,480","7,666,085","70,189,235","55,627,315","14,561,920"
MIT Sociotechnical Systems Research Cntr,Off Campus,"4,870",-,"4,870","5,089",-,"277,435","-277,435"
MIT Sociotechnical Systems Research Cntr,Total,"443,834","1,852,516","2,296,350","7,671,174","70,189,235","55,904,750","14,284,485"
Materials Processing Center,On Campus,"1,730,229","2,794,027","4,524,256","16,449,256","83,006,535","74,351,487","8,655,048"
Materials Processing Center,Off Campus,"19,038","75,642","94,680","124,708","151,384","290,652","-139,268"
Materials Processing Center,Total,"1,749,267","2,869,669","4,618,936","16,573,964","83,157,919","74,642,139","8,515,780"
Materials Science & Engineering,On Campus,"1,365,186","2,072,247","3,437,433","10,380,994","64,786,245","56,277,463","8,508,782"
Materials Science & Engineering,Off Campus,"2,664","10,625","13,289","17,662","895,800","234,746","661,054"
Materials Science & Engineering,Total,"1,367,850","2,082,872","3,450,722","10,398,656","65,682,045","56,512,209","9,169,836"
Mechanical Engineering,On Campus,"5,801,388","6,032,431","11,833,819","35,982,097","179,284,099","156,637,159","22,646,940"
Mechanical Engineering,Off Campus,"126,862","134,370","261,232","331,624","3,092,571","1,536,180","1,556,391"
Mechanical Engineering,Total,"5,928,250","6,166,801","12,095,051","36,313,721","182,376,670","158,173,339","24,203,331"
Microsystems Technology Lab,On Campus,"912,439","975,327","1,887,766","7,586,321","41,400,730","36,042,484","5,358,246"
Microsystems Technology Lab,OffCampus,-,"8,212","8,212","10,809",-,"10,809","-10,809"
Microsystems Technology Lab,Total,"912,439","983,539","1,895,978","7,597,130","41,400,730","36,053,293","5,347,437"
MIT-Portugal Program,On Campus,"250,627","134,852","385,479","931,727","29,500,235","22,366,310","7,133,925"
MIT-Portugal Program,Off Campus,"1,705",-,"1,705","1,781","577,284","83,373","493,911"
MIT-Portugal Program,Total,"252,332","134,852","387,184","933,508","30,077,519","22,449,683","7,627,836"
Nuclear Science and Engineering,On Campus,"1,291,529","1,330,820","2,622,349","7,874,756","28,142,932","22,928,197","5,214,735"
Nuclear Science and Engineering,Off Campus,"5,064",-,"5,064","5,292","150,000","36,862","113,138"
Nuclear Science and Engineering,Total,"1,296,593","1,330,820","2,627,413","7,880,048","28,292,932","22,965,059","5,327,873"
Singapore/MIT Alliance,On Campus,-,-,-,"125,669","1,682,969","1,350,792","332,177"
SOE Special Programs,On Campus,-,-,-,-,"79,904","58,376","21,528"
On Campus Salary Total,,"30,666,101","48,958,670","79,624,771",,,,
Off Campus Salary Total,,"303,390","784,402","1,087,792",,,,
School of Engineering Totals,,"30,969,491","49,743,072","80,712,563","268,991,535","1,456,382,649","1,189,431,749","266,950,900"
Center for International Studies,On Campus,"80,645","201,399","282,044","654,170","2,150,411","1,425,563","724,848"
Center for International Studies,Off Campus,-,-,-,-,-,-,-
Center for International Studies,Total,"80,645","201,399","282,044","654,170","2,150,411","1,425,563","724,848"
Department of Humanities,On Campus,"101,582","274,964","376,546","854,642","2,410,569","1,545,674","864,895"
Department of Humanities,Off Campus,-,"23,600","23,600","140,413","1,543,387","700,036","843,351"
Department of Humanities,Total,"101,582","298,564","400,146","995,055","3,953,956","2,245,710","1,708,246"
Economics,On Campus,"113,925","1,128,472","1,242,397","7,807,945","26,231,943","16,814,052","9,417,891"
Economics,Off Campus,-,"112,658","112,658","285,871","375,957","700,876","-324,919"
Economics,Total,"113,925","1,241,130","1,355,055","8,093,816","26,607,900","17,514,928","9,092,972"
Political Science,On Campus,"97,705","497,390","595,095","1,818,620","9,747,110","8,316,910","1,430,200"
Political Science,Off Campus,-,120,120,129,-,542,-542
Political Science,Total,"97,705","497,510","595,215","1,818,749","9,747,110","8,317,452","1,429,658"
"Program in Science, Technology & Society",On Campus,-,"19,050","19,050","64,283","1,003,281","993,616","9,665"
On Campus Salary Total,,"393,857","2,121,275","2,515,132",,,,
Off Campus Salary Total,,-,"136,378","136,378",,,,
"Humanities, Arts, and Social Sciences Totals",,"393,857","2,257,653","2,651,510","11,626,073","43,462,658","30,497,269","12,965,389"
Profit & TDQM,On Campus,-,-,-,-,"93,966","87,878","6,088"
Sloan School of Management - Academic,On Campus,"4,055",-,"4,055","7,620","40,000","7,620","32,380"
SSM Division of Research,On Campus,"732,196","3,184,888","3,917,084","10,364,915","113,615,477","106,240,081","7,375,396"
SSM Division of Research,Off Campus,"31,243","69,071","100,314","129,078","309,181","2,167,821","-1,858,640"
SSM Division of Research,Total,"763,439","3,253,959","4,017,398","10,493,993","113,924,658","108,407,902","5,516,756"
On Campus Salary Total,,"736,251","3,184,888","3,921,139",,,,
Off Campus Salary Total,,"31,243","69,071","100,314",,,,
Sloan School of Management Totals,,"767,494","3,253,959","4,021,453","10,501,613","114,058,624","108,503,400","5,555,224"
Biology,On Campus,"933,790","3,018,607","3,952,397","15,170,116","85,635,669","73,912,997","11,722,672"
Brain & Cognitive Sciences,On Campus,"141,731","1,450,713","1,592,444","6,172,597","29,476,381","26,337,773","3,138,608"
Brain & Cognitive Sciences,Off Campus,-,"1,250","1,250","46,253","1,553,249","562,616","990,633"
Brain & Cognitive Sciences,Total,"141,731","1,451,963","1,593,694","6,218,850","31,029,630","26,900,389","4,129,241"
Center for Global Change Science,On Campus,"270,474","1,968,081","2,238,555","6,159,606","41,533,492","36,603,563","4,929,929"
Center for Global Change Science,Off Campus,"34,632","75,484","110,116","141,572","1,990,419","368,582","1,621,837"
Center for Global Change Science,Total,"305,106","2,043,565","2,348,671","6,301,178","43,523,911","36,972,145","6,551,766"
Chemistry,On Campus,"1,860,041","3,445,917","5,305,958","19,590,301","94,993,603","77,520,827","17,472,776"
Chemistry,Off Campus,-,955,955,"1,017",-,"1,017","-1,017"
Chemistry,Total,"1,860,041","3,446,872","5,306,913","19,591,318","94,993,603","77,521,844","17,471,759"
"Earth, Atmospheric & Planetary Sciences",On Campus,"1,141,244","3,927,817","5,069,061","16,705,049","79,113,994","59,293,236","19,820,758"
"Earth, Atmospheric & Planetary Sciences",Off Campus,"5,328","892,924","898,252","1,241,812","3,754,913","4,421,651","-666,738"
"Earth, Atmospheric & Planetary Sciences",Total,"1,146,572","4,820,741","5,967,313","17,946,861","82,868,907","63,714,887","19,154,020"
Kavli Inst for Astrophysics & Space Rsrh,On Campus,"594,720","6,103,018","6,697,738","18,365,734","105,938,679","92,643,926","13,294,753"
Kavli Inst for Astrophysics & Space Rsrh,Off Campus,-,"-40,556","-40,556","-58,795","221,853","1,510,002","-1,288,149"
Kavli Inst for Astrophysics & Space Rsrh,Total,"594,720","6,062,462","6,657,182","18,306,939","106,160,532","94,153,928","12,006,604"
Laboratory for Nuclear Science,On Campus,"632,190","3,878,740","4,510,930","13,304,906","234,788,908","252,288,511","-17,499,603"
Laboratory for Nuclear Science,Off Campus,"486,014","3,373,075","3,859,089","7,697,682","119,235,351","99,927,672","19,307,679"
Laboratory for Nuclear Science,Total,"1,118,204","7,251,815","8,370,019","21,002,588","354,024,259","352,216,183","1,808,076"
Mathematics,On Campus,"581,838","1,314,953","1,896,791","4,855,231","23,298,536","16,806,010","6,492,526"
Mathematics,Off Campus,-,"424,962","424,962","549,617","2,208,885","1,869,059","339,826"
Mathematics,Total,"581,838","1,739,915","2,321,753","5,404,848","25,507,421","18,675,069","6,832,352"
Physics,On Campus,"17,609","347,007","364,616","767,007","2,281,096","1,334,703","946,393"
Physics,Off Campus,"20,468","1,717","22,185","34,175","104,785","89,833","14,952"
Physics,Total,"38,077","348,724","386,801","801,182","2,385,881","1,424,536","961,345"
Picower Institute for Learning and Memory,On Campus,"196,471","3,755,941","3,952,412","19,134,790","52,489,457","46,359,778","6,129,679"
Picower Institute for Learning and Memory,Off Campus,-,-,-,"229,455","300,000","249,533","50,467"
Picower Institute for Learning and Memory,Total,"196,471","3,755,941","3,952,412","19,364,245","52,789,457","46,609,311","6,180,146"
School of Science,On Campus,-,"22,613","22,613","338,588","1,455,019","1,489,238","-34,219"
Simons Center,On Campus,"27,024","702,453","729,477","3,525,087","16,661,212","8,151,233","8,509,979"
Simons Center,Off Campus,-,630,630,756,-,756,-756
Simons Center,Total,"27,024","703,083","730,107","3,525,843","16,661,212","8,151,989","8,509,223"
On Campus Salary Total,,"6,397,132","29,935,860","36,332,992",,,,
Off Campus Salary Total,,"546,442","4,730,441","5,276,883",,,,
School of Science Totals,,"6,943,574","34,666,301","41,609,875","133,972,556","897,035,501","801,742,516","95,292,985"
Ctr for Environmental Health Sciences,On Campus,"359,287","2,107,180","2,466,467","7,548,106","40,461,251","36,152,305","4,308,946"
Ctr for Environmental Health Sciences,Off Campus,-,-,-,-15,"1,233,897","210,949","1,022,948"
Ctr for Environmental Health Sciences,Total,"359,287","2,107,180","2,466,467","7,548,091","41,695,148","36,363,254","5,331,894"
Division of Comparative Medicine,On Campus,"38,200","493,258","531,458","2,634,277","8,034,609","7,193,022","841,587"
Harvard-MIT Health Science & Tech,On Campus,-,-,-,-,"4,686,116","4,686,116",-
Harvard-MIT Health Science & Tech,Off Campus,-,-,-,-,-,-,-
Harvard-MIT Health Science & Tech,Total,-,-,-,-,"4,686,116","4,686,116",-
On Campus Salary Total,,"397,487","2,600,438","2,997,925",,,,
Off Campus Salary Total,,-,-,-,,,,
Whitaker College Totals,,"397,487","2,600,438","2,997,925","10,182,368","54,415,873","48,242,392","6,173,481"
Ctr for Biomedical Engineering,On Campus,0,0,0,0,"2,846,671","2,846,671",0
Ctr for Biomedical Engineering,Off Campus,0,0,0,0,0,0,0
Ctr for Biomedical Engineering,Total,0,0,0,0,"2,846,671","2,846,671",0
Center for Materials Science & Eng,On Campus,"431,388","562,580","993,968","3,767,820","21,159,629","19,888,709","1,270,920"
Earth System Initiative,On Campus,"828,401","1,472,518","2,300,919","7,824,373","42,739,996","36,171,405","6,568,591"
Earth System Initiative,Off Campus,0,"173,709","173,709","237,319",0,"1,005,255","-1,005,255"
Earth System Initiative,Total,"828,401","1,646,227","2,474,628","8,061,692","42,739,996","37,176,660","5,563,336"
Francis Bitter Magnet Laboratory,On Campus,0,"-4,281","-4,281","-7,863","1,785,693","1,785,693",0
Haystack Observatory,On Campus,0,"-10,610","-10,610","69,044","5,259,397","921,041","4,338,356"
Haystack Observatory,Off Campus,0,"5,305,685","5,305,685","9,712,622","28,573,467","26,308,393","2,265,074"
Haystack Observatory,Total,0,"5,295,075","5,295,075","9,781,666","33,832,864","27,229,434","6,603,430"
Institute for Soldier Nanotechnologies,On Campus,"1,495,328","2,434,972","3,930,300","12,241,373","100,834,608","90,417,655","10,416,953"
Institute for Soldier Nanotechnologies,Off Campus,0,"9,568","9,568","13,398","286,792","243,835","42,957"
Institute for Soldier Nanotechnologies,Total,"1,495,328","2,444,540","3,939,868","12,254,771","101,121,400","90,661,490","10,459,910"
Koch Institute for Integrative Cancer Research,On Campus,"1,833,576","7,522,544","9,356,120","37,924,052","147,811,781","112,704,566","35,107,215"
Koch Institute for Integrative Cancer Research,Off Campus,0,"6,965","6,965","9,098","2,044,516","54,676","1,989,840"
Koch Institute for Integrative Cancer Research,Total,"1,833,576","7,529,509","9,363,085","37,933,150","149,856,297","112,759,242","37,097,055"
MIT Energy Initiative,On Campus,"3,718,011","7,684,216","11,402,227","32,901,876","192,317,929","159,808,756","32,509,173"
MIT Energy Initiative,Off Campus,0,"36,712","36,712","51,947","509,846","725,649","-215,803"
MIT Energy Initiative,Total,"3,718,011","7,720,928","11,438,939","32,953,823","192,827,775","160,534,405","32,293,370"
Nuclear Reactor Laboratory,On Campus,"122,606","825,118","947,724","4,143,004","13,429,888","10,194,402","3,235,486"
Operations Research Center,On Campus,"150,013","157,961","307,973","706,314","3,529,363","3,196,206","333,157"
Plasma Science & Fusion Center,On Campus,"993,372","10,890,045","11,883,417","30,386,564","464,997,868","463,673,270","1,324,598"
Plasma Science & Fusion Center,Off Campus,"112,819","793,582","906,401","1,860,571","28,938,058","14,030,714","14,907,344"
Plasma Science & Fusion Center,Total,"1,106,191","11,683,627","12,789,818","32,247,135","493,935,926","477,703,984","16,231,942"
Research Lab of Electronics,On Campus,"4,620,237","7,387,322","12,007,559","46,024,055","197,220,588","162,787,291","34,433,297"
Research Lab of Electronics,Off Campus,"17,403","295,173","312,576","434,894","3,942,528","1,397,966","2,544,562"
Research Lab of Electronics,Total,"4,637,640","7,682,495","12,320,135","46,458,949","201,163,116","164,185,257","36,977,859"
Sea Grant College Program,On Campus,"321,016","1,370,448","1,691,464","5,053,002","27,624,284","23,585,001","4,039,283"
Sea Grant College Program,Off Campus,0,"224,795","224,795","318,663","2,546,443","1,328,962","1,217,481"
Sea Grant College Program,Total,"321,016","1,595,243","1,916,259","5,371,665","30,170,727","24,913,963","5,256,764"
The Broad Institute,On Campus,-,-,-,-486,"4,340,280","4,339,795",486
VP for Research,On Campus,"62,366","43,002","105,368","228,077","21,809,257","1,982,116","19,827,141"
On Campus Salary Total,,"14,576,314","40,335,835","54,912,148",,,,
Off Campus Salary Total,,"130,222","6,846,189","6,976,411",,,,
Interdepartmental Laboratories Totals,,"14,706,536","47,182,024","61,888,559","193,899,717","1,314,548,882","1,139,398,027","175,150,856"
Center for Advan Educational Services,On Campus,0,0,0,0,"309,258","294,017","15,241"
Center for Advan Educational Services,Off Campus,0,0,0,0,0,"15,241","-15,241"
Center for Advan Educational Services,Total,0,0,0,0,"309,258","309,258",0
Chancellor's Office,On Campus,0,"59,556","59,556","161,583","1,140,044","1,078,070","61,974"
Chancellor's Office,Off Campus,0,0,0,0,0,"62,220","-62,220"
Chancellor's Office,Total,0,"59,556","59,556","161,583","1,140,044","1,140,290",-246
Dept of MASDAR,On Campus,"1,055,201","1,216,576","2,271,777","5,774,965","34,375,786","22,920,247","11,455,539"
Dept of MASDAR,Off Campus,"2,532","63,444","65,976","85,520","804,773","216,304","588,469"
Dept of MASDAR,Total,"1,057,733","1,280,020","2,337,753","5,860,485","35,180,559","23,136,551","12,044,008"
Dept of MIT-SUTD,On Campus,"517,997","275,087","793,084","2,169,289","10,348,203","8,600,267","1,747,936"
Dept of MIT-SUTD,Off Campus,0,0,0,0,0,0,0
Dept of MIT-SUTD,Total,"517,997","275,087","793,084","2,169,289","10,348,203","8,600,267","1,747,936"
Dept of SKOLKOVO,On Campus,"53,070","43,348","96,418","259,690","4,395,000","691,401","3,703,599"
Edgerton Center,On Campus,"48,194","115,194","163,388","426,518","644,153","558,359","85,794"
Libraries,On Campus,0,"43,993","43,993","97,568","242,025","185,952","56,073"
Libraries,Off Campus,-,-,-,-,-,-,-
Libraries,Total,-,"43,993","43,993","97,568","242,025","185,952","56,073"
McGovern Institute for Brain Research,On Campus,"282,218","4,091,474","4,373,692","16,147,364","71,541,430","59,343,420","12,198,010"
McGovern Institute for Brain Research,Off Campus,0,0,0,0,"222,244","11,521","210,724"
McGovern Institute for Brain Research,Total,"282,218","4,091,474","4,373,692","16,147,364","71,763,674","59,354,941","12,408,734"
Office Provost Office,On Campus,0,0,0,0,"253,928","253,928",0
Teaching and Learning Lab,On Campus,0,"25,390","25,390","129,337","184,027","184,027",0
On Campus Salary Total,,"1,956,680","5,870,618","7,827,298",,,,
Off Campus Salary Total,,"2,532","63,444","65,976",,,,
Other Departments and Special Labs Totals,,"1,959,212","5,934,062","7,893,274","25,251,834","124,460,871","94,414,974","30,045,898"
On Campus Salary Total,,"57,889,732","137,498,773","195,388,504",,,,
Off Campus Salary Total,,"1,016,308","12,691,647","13,707,955",,,,
Grand Total,,"58,906,040","150,190,420","209,096,459","678,411,178","4,091,633,088","3,474,764,105","617,045,987"
